File Number,Project Type,Status,Filing Date,Project Name,APN,Street Address,City,State,ZIP,Latitude,Longitude,Address,Housing Type,Residential Units,Non-Residential Area,Hotel Rooms,Residential Care Units,Approval Date,Description,Plans,geometry,Planning Area,General Plan Designation,City Council District,Development Inspector,Utility Inspector,Water Service Provider,Transportation Area Zone,Special District Landscaping,Soil Type,School District Elementary,School District Secondary,Property Based Improvement District,Owl Overwintering Habitat,Natural Asbestos,HistoricArea,PovertyRate,Flood_Hazard_Area,Census Tract Languages,AirportNoise,Walk Score,Walk Score Description,Seismic Hazards,Road Noise,SNI Area,Name of Growth Area,Planning Project Manager,Public Works Engineer,Public Works File Number,Public Works Senior Engineer,Applicant Entity,Applicant Name,Representative Entity,Representative Name
PD16-037,Industrial,Under Construction,11/29/16,Self-storage (King Rd),670-12-006,2905 S King Rd,San Jose,CA,95122,37.31168,-121.816724,2905 South King Road,,,198000,,,4/12/17,"Planned Development Permit to allow the demolition of an approximately 8,050-square foot radio transmission office building and three radio transmitter tower antennas, the removal of 22 ordinance sized trees and 44 non-ordinance sized trees, and the construction of seven ministorage buildings equaling approximately 133,000 square feet and four light industrial buildings equaling approximately 65,000 square feet, on 9.9-gross acre site in the LI(PD) Planned Development Zoning District ",http://csjpbce.sanjoseca.gov/ecmsviewer/991/610/16610991.pdf,POINT (6178744.290864749 1938651.250187689),Evergreen,Light Industrial,7,Carl Dinga,Greg Duffy,San Jose Municipal Water System,879,,Clay Loam,Evergreen Elementary School District,East Side Union High School District,,,,,0.15,D,"Spanish: 28%, English: 26%, Vietnamese: 26%, Other: 13%, Chinese: 7%",,57,Somewhat Walkable,Liquefaction,"60-64, 65-69 FWY",West Evergreen,,SFARMER,Arlyn Villanueva,3-18747,Norman Mascarinas,"Ruth and Going, Inc.",,,Gerry De Young
CP16-029,Commercial,Completed,6/16/16,Oakmont Residential Care,659-04-015,3544 San Felipe Rd,San Jose,CA,95135,37.310741,-121.785122,easterly side of San Felipe Road approximately,,,91714,,,4/26/17,"Conditional Use Permit to allow the construction of a 91,714 square foot, 94-unit Residential Care Facility on a 4.90 gross acre site. ",http://csjpbce.sanjoseca.gov/ecmsviewer/602/287/16287602.pdf,POINT (6187929.329804029 1938181.635113615),Evergreen,Neighborhood/Community Commercial,8,Carl Dinga,Greg Duffy,San Jose Municipal Water System,1077,,Clay Loam,Evergreen Elementary School District,East Side Union High School District,,,,,0.04,D,"English: 37%, Other: 34%, Chinese: 14%, Vietnamese: 9%, Spanish: 6%",,61,Somewhat Walkable,No,60-64,No,,ELIPOMA,Arlyn Villanueva,3-02324,Jeff Lee,Oakmont Senior Living,Bill Mabry,,
PD15-013,Residential,Under Construction,4/3/15,Arcadia/Evergreen Part 1,670-29-002,2140 Quimby Rd,San Jose,CA,95122,37.321637,-121.814163,2140 Quimby Road,SF,250,,,,11/30/15,"Planned Development Permit to allow up to 310,000 square feet of commercial and up to 250 single-family detached residences on a 80.89 gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/044/354/15354044.pdf,POINT (6179539.92515255 1942265.800285239),Evergreen,Neighborhood/Community Commercial,8,Carl Dinga,Greg Duffy,San Jose Municipal Water System,547,,Clay Loam,Evergreen Elementary School District,East Side Union High School District,,Potential,,,0.09,X,"Spanish: 33%, Vietnamese: 30%, English: 19%, Other: 13%, Chinese: 5%",,75,Very Walkable,Liquefaction,65-69,West Evergreen,Arcadia/Eastridge,LSIMVOUL,Arlyn Villanueva,3-06948,Norman Mascarinas,Arcadia Development Co.,Eli Reinhard,,
SP18-005,Commercial,Approved,2/1/18,Bark Lane Hotel,372-24-033,7285 Bark Ln,San Jose,CA,95129,37.303274,-122.031451,7285 Bark Lane,,,45306,126,,6/4/19,Special Use Permit to allow the construction of a 126-room hotel with an outdoor area for hotel patrons within 150 feet of residential uses on an approximately 0.59-gross acre site.,,POINT (6116253.675083138 1936541.242215209),West Valley,Neighborhood/Community Commercial,1,Jose Uribe,Amarali Soto,San Jose Water Company,611,,Clay Loam,Cupertino Union Elementary School District,Fremont Union High School District,,,,,0.07,X,"English: 33%, Other: 31%, Chinese: 28%, Vietnamese: 4%, Spanish: 4%",,81,Very Walkable,No,"70-74, 75-79 FWY",No,S. De Anza Bl,CVANDERZ,Jason Yan,3-16875,Samuel Yung,Sierra Bridge LLC,Sonali Jain,,
PD21-015,Residential,Pending,8/19/21,Bark Residential,372-24-011,7201 Bark Ln,San Jose,CA,95129,37.303277,-122.030732,7201 Bark Lane,MF,85,,,,,"Planned Development Permit to allow demolition of an existing residential building and the removal of 26 trees (10 ordinance-size, 16 non-ordinance-size) for construction of a seven-story, 85-unit, multi-family residential building on an approximately 0.9-gross acre site at 7201 Bark Lane.",,POINT (6116462.790970295 1936538.913140731),West Valley,Urban Residential,1,Jose Uribe,Amarali Soto,San Jose Water Company,611,,Clay Loam,Cupertino Union Elementary School District,Fremont Union High School District,,,,,0.07,X,"English: 33%, Other: 31%, Chinese: 28%, Vietnamese: 4%, Spanish: 4%",,81,Very Walkable,No,,,,AATIENZA,Joe Provenzano,3-18001,Joe Provenzano,,Lee Lily Fu And Jason C,Swenson,Dan Sell 
SP18-033,Residential,Under Construction,6/28/18,Mitzi Place,299-16-001,4146 Mitzi Dr,San Jose,CA,95117,37.304628,-121.975442,4146 Mitzi Drive,MF,50,,,,10/7/20,"Special Use Permit to allow the conversion of a historic residence into a multi-family building with six units, construct a new 28,629-square foot four-story residential building with 40 units over a subterranean garage and an alternative parking arrangement on an approximately 0.63-gross acre site.",,POINT (6132549.940971863 1936772.478970833),West Valley,Urban Residential,1,Jose Uribe,Amarali Soto,San Jose Water Company,898,,Clay Loam,Moreland Elementary School District,Campbell Union High School District,,,,,0.17,D,"English: 47%, Other: 24%, Spanish: 17%, Chinese: 7%, Vietnamese: 5%",,70,Very Walkable,No,No,Blackford,,AATIENZA,Jason Yan,3-22138,Samuel Yung,,Kurt Anderson,,
CP17-047,Commercial,Approved,10/20/17,Williams Rd Residential Care Facility,299-18-147,3924 Williams Rd,San Jose,CA,95117,37.307821,-121.969603,3924 Williams Road,,,31801,,,11/14/18,"Conditional Use Permit to allow the construction of a new two-story, 31,801 square foot, 60-bed Residential Care Facility, and the removal of one ordinance-size tree, approximately 66-inches in circumference, located on a 0.97-gross acre site. The expiration date of the permit has been extended until November 14, 2022 in accordance with Ordinance #30460.",http://csjpbce.sanjoseca.gov/ecmsviewer/802/285/18285802.pdf,POINT (6134266.268313617 1937908.196246331),West Valley,Neighborhood/Community Commercial,1,Jose Uribe,Amarali Soto,San Jose Water Company,898,,Clay Loam,Moreland Elementary School District,Campbell Union High School District,,,,,0.17,D,"English: 47%, Other: 24%, Spanish: 17%, Chinese: 7%, Vietnamese: 5%",,54,Somewhat Walkable,No,"65-69 FWY, 70-74",Blackford,,SFARMER,Michelle Kimball,3-00448,Jeff Lee,"3924 Williams Rd, LLC",,,
CP21-022,Commercial,Pending,11/17/21,Prospect Rd Costco,381-36-021,5287 Prospect Rd,San Jose,CA,95129,37.293864,-121.995401,5287 Prospect Rd,,,166058,,,,"Conditional Use Permit to allow the partial demolition of an existing shopping center (188,265 sf) and the removal of 69 trees (50 ordinance-size, 17 non-ordinance-size) for the construction of a new 166,058-square foot Costco Wholesale on an approximately 19.8-gross acre site. The project includes a tire center, rooftop parking, and off-sale alcohol (Type 21 ABC License - Full Range of Alcoholic Beverages).",,POINT (6126682.94481024 1932945.91137614),West Valley,Neighborhood/Community Commercial,1,Jose Uribe,Amarali Soto,San Jose Water Company,753,,Clay Loam,Moreland Elementary School District,Campbell Union High School District,,,,,0.06,D,"English: 47%, Other: 29%, Chinese: 18%, Spanish: 3%, Vietnamese: 3%",,84,Very Walkable,No,,No,,AATIENZA,Alex Wong,3-01615,Michelle Kimball,Costco Wholesale Corporation,Kim Katz,The Schoennauer Co LLC,Erik Schoennauer
PDA18-045-01,Industrial,Under Construction,3/9/20,Santana West Phase 2,429-09-045,3161 Olsen Dr,San Jose,CA,95117,37.319093,-121.952565,3161 Olsen Drive,,,376250,,,12/9/20,"Planned Development Permit Amendment to allow the construction of an approximately 376,250-square foot office building and a Vesting Tentative Map (File No. PT20-002) to subdivide one lot into two lots on an approximately 4.77-gross acre site.",,POINT (6139284.680072234 1941934.512340676),West Valley,Urban Village,1,Jose Uribe,Amarali Soto,San Jose Water Company,2995,,Silt Loam,Campbell Union Elementary School District,Campbell Union High School District,,,,,0.07,D,"English: 50%, Other: 21%, Spanish: 16%, Chinese: 8%, Vietnamese: 5%",,82,Very Walkable,No,,No,Valley Fair/Santana Row,AATIENZA,Alex Wong,,,Development Westcoast,,Federal Realty Investment Trust,Monica Melkesian
SP18-049,Industrial,Approved,9/5/18,335 Winchester Office,303-39-047,335 S Winchester Blvd,San Jose,CA,95128,37.322139,-121.950582,335 S. Winchester Boulevard,,,94996,,,11/19/19,"Special Use Permit to allow 94,996 square foot, 5 level commercial building with 4 levels of office space, ground level commercial retail and a single level, below grade mechanical parking on a 0.710-gross acre site. 
This project will also utilize tandem parking on the ground level.",,POINT (6139878.447493183 1943034.493965206),West Valley,Mixed Use Commercial,1,Jose Uribe,Amarali Soto,San Jose Water Company,2994,,Silt Loam,Campbell Union Elementary School District,Campbell Union High School District,,,,,0.07,D,"English: 50%, Other: 21%, Spanish: 16%, Chinese: 8%, Vietnamese: 5%",,91,Walker's Paradise,No,"60-64, 65-69 FWY",No,Valley Fair/Santana Row,PKELLY,Steven Forster,3-01422,Joe Provenzano,,Courtenay Bauer,,Courtenay Bauer
PD19-019,Residential,Approved,6/4/19,Winchester Ranch,303-38-001,555 S Winchester Blvd,San Jose,CA,95128,37.317769,-121.953069,555 S. Winchester Boulevard,MF,688,,,,1/14/20,"Planned Development Permit to allow the conversion of a mobile home park to another use, the demolition of 111 mobile homes, recreation building (approximately 3,600 square feet), a pool (approximately 820 square feet), 36 sheds (ranging from 120 square feet to 400 square feet), the construction of 687 residential units (24 row home buildings, 6 flat buildings, and one apartment podium building) on an approximately  15.7 gross acre site",,POINT (6139130.652238523 1941454.772816668),West Valley,Urban Residential,1,Jose Uribe,Amarali Soto,San Jose Water Company,2996,,Silt Loam,Campbell Union Elementary School District,Campbell Union High School District,,,,,0.07,D,"English: 50%, Other: 21%, Spanish: 16%, Chinese: 8%, Vietnamese: 5%",,82,Very Walkable,No,"75-79 FWY, 60-64, 65-69 FWY",No,Valley Fair/Santana Row,SFARMER,Alex Wong,3-02532,Michelle Kimball,"Pulte Homes Company, LLC",,,
PD18-045,Industrial,Completed,10/26/18,Santana West Phase 1,303-40-010,3161 Olsen Dr,San Jose,CA,95117,37.319093,-121.952565,3161 Olsen Drive,,,376250,,,5/29/19,"Planned Development Permit to allow the demolition of a total of 62,435 square feet of commercial buildings (Century 22, Century 23, Flames Restaurant buildings) the construction of three buildings (up to 850,000 of rentable square feet which is approximately 934,750 square feet of gross floor area) for commercial office and an above grade parking garage, and the removal of 79 ordinance-size trees on an approximately 13.0-gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/067/699/18699067.pdf,POINT (6139284.680072234 1941934.512340676),West Valley,Urban Village,1,Jose Uribe,Amarali Soto,San Jose Water Company,2995,,Silt Loam,Campbell Union Elementary School District,Campbell Union High School District,,,,,0.07,D,"English: 50%, Other: 21%, Spanish: 16%, Chinese: 8%, Vietnamese: 5%",,82,Very Walkable,No,"75-79 FWY, 65-69 FWY",No,Valley Fair/Santana Row,SFARMER,Alex Wong,3-10478,Ryan Do,SR Winchester LLC,Seth Bland,Federal Realty Investment Trust,Monica Melkesian
CP19-031,Mixed-use,Approved,10/10/19,Stevens Creek Fitness,303-25-016,3806 Stevens Creek Blvd,San Jose,CA,95117,37.322883,-121.968643,3806 Stevens Creek Boulevard,,,410000,,,3/9/21,"Conditional Use Permit to allow the demolition of four commercial buildings, outdoor and late night use (4a.m. to midnight) for a health club, and to allow the construction of an approximately 308,000-square foot office building, 115,000-square foot health club, and 15,000-square feet of ground floor retail on an approximately 4.84-gross acre site",,POINT (6134631.498956979 1943387.261198561),West Valley,Urban Village,1,Jose Uribe,Amarali Soto,San Jose Water Company,2990,,Silt Loam,Campbell Union Elementary School District,Campbell Union High School District,,,,,0.07,D,"English: 50%, Other: 21%, Spanish: 16%, Chinese: 8%, Vietnamese: 5%",,83,Very Walkable,Liquefaction,"65-69, 65-69 FWY",No,Stevens Creek Bl (Mid),AATIENZA,Joe Provenzano,3-00848,Joe Provenzano,Cypress Equities,Stephen Schmidt,HMH,Deena Morsilli
PD15-068,Residential,Under Construction,12/22/15,Santana Row Lot 17,277-38-003,544 Dudley Ave,San Jose,CA,95128,37.317335,-121.946559,544 Dudley Avenue,MF,110,,,,5/25/16,Planned Development Permit to allow for the demolition of an existing multi-family attached residential building and the construction of a 110 unit multi-family attached residential building on a 0.99 gross acre site.,http://csjpbce.sanjoseca.gov/ecmsviewer/808/771/15771808.pdf,POINT (6141021.092977343 1941267.444099506),West Valley,Urban Village,1,Jose Uribe,Amarali Soto,San Jose Water Company,2998,,Silt Loam,Campbell Union Elementary School District,Campbell Union High School District,,,,,0.11,D,"English: 59%, Other: 18%, Spanish: 13%, Chinese: 5%, Vietnamese: 5%",,79,Very Walkable,No,"75-79 FWY, 65-69 FWY",No,Valley Fair/Santana Row,JTU,Joe Provenzano,3-06815,Vivian Tom,"Frit San Jose Town & Country Village, LL",,,
SP19-068,Residential,Approved,12/3/19,Hemlock Mixed Use Project,277-34-051,2881 Hemlock Ave,San Jose,CA,95128,37.321619,-121.945132,2881 Hemlock Avenue,MF,51,,,,2/10/21,"Special Use Permit to amend a previously approved but not yet constructed project (File No.’s PDC18-009 & PD18-037) to increase the number of units from 48 to 54 residential units and decrease from 18,495 square feet to approximately 11,910 square feet of commercial space on an approximately 0.47-gross acre site.",,POINT (6141460.10359718 1942820.665775136),West Valley,Urban Village,1,Jose Uribe,Amarali Soto,San Jose Water Company,2999,,Silt Loam,Campbell Union Elementary School District,Campbell Union High School District,,,,,0.11,D,"English: 59%, Other: 18%, Spanish: 13%, Chinese: 5%, Vietnamese: 5%",,84,Very Walkable,No,65-69 FWY,No,Valley Fair/Santana Row,MFLORES1,Joe Provenzano,3-24242,Joe Provenzano,,Adam Askari,,Henry Cord
SP20-008,Residential,Approved,2/24/20,Baywood Mixed Use Project,419-48-014,375 S Baywood Ave,San Jose,CA,95128,37.321668,-121.946101,375 South Baywood Ave,MF,79,,,,6/23/21,"Special Use Permit to allow the demolition of the existing buildings and the removal of six  ordinance-sized trees for the construction of 79 residential units and 9,820 square feet of commercial on an approximately 0.44-gross acre site. ",,POINT (6141178.641850122 1942842.857076432),West Valley,Urban Village,1,Jose Uribe,Amarali Soto,San Jose Water Company,2999,,Silt Loam,Campbell Union Elementary School District,Campbell Union High School District,,,,,0.11,D,"English: 59%, Other: 18%, Spanish: 13%, Chinese: 5%, Vietnamese: 5%",,84,Very Walkable,,,,,,,,,Yisrael 26 LLC,Adam Askari,,Henry Cord
PD15-059,Residential,Approved,6/23/16,Volar (Residential),277-33-003,350 S Winchester Blvd,San Jose,CA,95128,37.321514,-121.949564,350 S. Winchester Boulevard,MF,330,,,,6/13/17,"Planned Development Permit to allow up to 307 rental residential units and up to 49,234 square foot commercial and office uses on .89 gross acre site. Expiration extended to Monday, June 15, 2020 with AD19-450 and to Monday, June 14, 2023 with AD20-325.",http://csjpbce.sanjoseca.gov/ecmsviewer/926/259/17259926.pdf,POINT (6140170.904753346 1942802.370158258),West Valley,Urban Village,1,Jose Uribe,Amarali Soto,San Jose Water Company,2997,,Silt Loam,Campbell Union Elementary School District,Campbell Union High School District,,,,,0.11,D,"English: 59%, Other: 18%, Spanish: 13%, Chinese: 5%, Vietnamese: 5%",,91,Walker's Paradise,No,"60-64, 65-69 FWY",No,Valley Fair/Santana Row,LSIMVOUL,Joe Provenzano,3-18413,Vivian Tom,Winchester Plaza LLC,David Seto,,
PD15-066,Residential,Under Construction,12/21/15,Santana Row Lot 12,277-40-017,358 Hatton St,San Jose,CA,95128,37.320244,-121.945882,358 Hatton Street,MF,258,,,,8/16/16,"Planned Development Permit to allow the construction of a 5½ -story, 258 unit multi-family attached residential building, including above and below-grade parking, and the removal of seven (7) ordinance sized trees on a 2.94 gross acre site.",http://csjpbce.sanjoseca.gov/ecmsviewer/905/119/16119905.pdf,POINT (6141234.306001127 1942323.451906214),West Valley,Urban Village,1,Jose Uribe,Amarali Soto,San Jose Water Company,2997,,Silt Loam,Campbell Union Elementary School District,Campbell Union High School District,,,,,0.11,D,"English: 59%, Other: 18%, Spanish: 13%, Chinese: 5%, Vietnamese: 5%",,47,Car-Dependent,No,"75-79 FWY, 65-69 FWY",No,Valley Fair/Santana Row,JTU,Joe Dyke,3-22087,Vivian Tom,"Frit San Jose Town & Country Village, LL",,,
PD16-016,Industrial,Under Construction,4/28/16,Winchester Ministorage,279-01-017,780 S Winchester Blvd,San Jose,CA,95128,37.314038,-121.949415,780 S. Winchester Boulevard,,,84000,,,11/9/16,"Planned Development Permit to allow the removal of ten (10) ordinance size trees, demolition of an existing commercial restaurant, allow the construction of a 4-story building with approximately 10,809 square feet of commercial/retail space, 84,000 square feet of mini-storage use, and two on-site resident caretaker unit on an approximately 1.17 gross acre site. ",,POINT (6140172.070319633 1940079.989457216),West Valley,Urban Village Commercial,1,Jose Uribe,Amarali Soto,San Jose Water Company,3005,,Clay Loam,Campbell Union Elementary School District,Campbell Union High School District,,,,,0.11,D,"English: 59%, Other: 18%, Spanish: 13%, Chinese: 5%, Vietnamese: 5%",,80,Very Walkable,,,,,,,,,DS Construction Corp,,,Dan Hudson
